Tanggal,Musim,Tahun,Bulan,holiday,weekday,workingday,Cuaca,Reguler,Member,Ttl_Penyewa
2011-10-20,Winter,0,Oct,0,Kamis,1,Cerah/Sebagian Berawan,471,3724,4195
2011-10-21,Winter,0,Oct,0,Jumat,1,Cerah/Sebagian Berawan,676,3628,4304
2011-10-22,Winter,0,Oct,0,Sabtu,0,Cerah/Sebagian Berawan,1499,2809,4308
2011-10-23,Winter,0,Oct,0,Minggu,0,Cerah/Sebagian Berawan,1619,2762,4381
2011-10-24,Winter,0,Oct,0,Senin,1,Cerah/Sebagian Berawan,699,3488,4187
2011-10-25,Winter,0,Oct,0,Selasa,1,Cerah/Sebagian Berawan,695,3992,4687
2011-10-26,Winter,0,Oct,0,Rabu,1,Berkabut/Berawan,404,3490,3894
2011-10-27,Winter,0,Oct,0,Kamis,1,Berkabut/Berawan,240,2419,2659
2011-10-28,Winter,0,Oct,0,Jumat,1,Berkabut/Berawan,456,3291,3747
2011-10-29,Winter,0,Oct,0,Sabtu,0,Salju Ringan/Hujan,57,570,627
2011-10-30,Winter,0,Oct,0,Minggu,0,Cerah/Sebagian Berawan,885,2446,3331
2011-10-31,Winter,0,Oct,0,Senin,1,Cerah/Sebagian Berawan,362,3307,3669
2011-11-01,Winter,0,Nov,0,Selasa,1,Cerah/Sebagian Berawan,410,3658,4068
2011-11-02,Winter,0,Nov,0,Rabu,1,Cerah/Sebagian Berawan,370,3816,4186
2011-11-03,Winter,0,Nov,0,Kamis,1,Cerah/Sebagian Berawan,318,3656,3974
2011-11-04,Winter,0,Nov,0,Jumat,1,Berkabut/Berawan,470,3576,4046
2011-11-05,Winter,0,Nov,0,Sabtu,0,Cerah/Sebagian Berawan,1156,2770,3926
2011-11-06,Winter,0,Nov,0,Minggu,0,Cerah/Sebagian Berawan,952,2697,3649
2011-11-07,Winter,0,Nov,0,Senin,1,Cerah/Sebagian Berawan,373,3662,4035
2011-11-08,Winter,0,Nov,0,Selasa,1,Cerah/Sebagian Berawan,376,3829,4205
2011-11-09,Winter,0,Nov,0,Rabu,1,Cerah/Sebagian Berawan,305,3804,4109
2011-11-10,Winter,0,Nov,0,Kamis,1,Berkabut/Berawan,190,2743,2933
2011-11-11,Winter,0,Nov,1,Jumat,0,Cerah/Sebagian Berawan,440,2928,3368
2011-11-12,Winter,0,Nov,0,Sabtu,0,Cerah/Sebagian Berawan,1275,2792,4067
2011-11-13,Winter,0,Nov,0,Minggu,0,Cerah/Sebagian Berawan,1004,2713,3717
2011-11-14,Winter,0,Nov,0,Senin,1,Cerah/Sebagian Berawan,595,3891,4486
2011-11-15,Winter,0,Nov,0,Selasa,1,Berkabut/Berawan,449,3746,4195
2011-11-16,Winter,0,Nov,0,Rabu,1,Salju Ringan/Hujan,145,1672,1817
2011-11-17,Winter,0,Nov,0,Kamis,1,Berkabut/Berawan,139,2914,3053
2011-11-18,Winter,0,Nov,0,Jumat,1,Cerah/Sebagian Berawan,245,3147,3392
2011-11-19,Winter,0,Nov,0,Sabtu,0,Cerah/Sebagian Berawan,943,2720,3663
2011-11-20,Winter,0,Nov,0,Minggu,0,Berkabut/Berawan,787,2733,3520
2011-11-21,Winter,0,Nov,0,Senin,1,Salju Ringan/Hujan,220,2545,2765
2011-11-22,Winter,0,Nov,0,Selasa,1,Salju Ringan/Hujan,69,1538,1607
2011-11-23,Winter,0,Nov,0,Rabu,1,Berkabut/Berawan,112,2454,2566
2011-11-24,Winter,0,Nov,1,Kamis,0,Cerah/Sebagian Berawan,560,935,1495
2011-11-25,Winter,0,Nov,0,Jumat,1,Cerah/Sebagian Berawan,1095,1697,2792
2011-11-26,Winter,0,Nov,0,Sabtu,0,Cerah/Sebagian Berawan,1249,1819,3068
2011-11-27,Winter,0,Nov,0,Minggu,0,Cerah/Sebagian Berawan,810,2261,3071
2011-11-28,Winter,0,Nov,0,Senin,1,Cerah/Sebagian Berawan,253,3614,3867
2011-11-29,Winter,0,Nov,0,Selasa,1,Berkabut/Berawan,96,2818,2914
2011-11-30,Winter,0,Nov,0,Rabu,1,Cerah/Sebagian Berawan,188,3425,3613
2011-12-01,Winter,0,Dec,0,Kamis,1,Cerah/Sebagian Berawan,182,3545,3727
2011-12-02,Winter,0,Dec,0,Jumat,1,Cerah/Sebagian Berawan,268,3672,3940
2011-12-03,Winter,0,Dec,0,Sabtu,0,Cerah/Sebagian Berawan,706,2908,3614
2011-12-04,Winter,0,Dec,0,Minggu,0,Cerah/Sebagian Berawan,634,2851,3485
2011-12-05,Winter,0,Dec,0,Senin,1,Berkabut/Berawan,233,3578,3811
2011-12-06,Winter,0,Dec,0,Selasa,1,Salju Ringan/Hujan,126,2468,2594
2011-12-07,Winter,0,Dec,0,Rabu,1,Salju Ringan/Hujan,50,655,705
2011-12-08,Winter,0,Dec,0,Kamis,1,Cerah/Sebagian Berawan,150,3172,3322
2011-12-09,Winter,0,Dec,0,Jumat,1,Cerah/Sebagian Berawan,261,3359,3620
2011-12-10,Winter,0,Dec,0,Sabtu,0,Cerah/Sebagian Berawan,502,2688,3190
2011-12-11,Winter,0,Dec,0,Minggu,0,Cerah/Sebagian Berawan,377,2366,2743
2011-12-12,Winter,0,Dec,0,Senin,1,Cerah/Sebagian Berawan,143,3167,3310
2011-12-13,Winter,0,Dec,0,Selasa,1,Cerah/Sebagian Berawan,155,3368,3523
2011-12-14,Winter,0,Dec,0,Rabu,1,Berkabut/Berawan,178,3562,3740
2011-12-15,Winter,0,Dec,0,Kamis,1,Berkabut/Berawan,181,3528,3709
2011-12-16,Winter,0,Dec,0,Jumat,1,Berkabut/Berawan,178,3399,3577
2011-12-17,Winter,0,Dec,0,Sabtu,0,Berkabut/Berawan,275,2464,2739
2011-12-18,Winter,0,Dec,0,Minggu,0,Cerah/Sebagian Berawan,220,2211,2431
2011-12-19,Winter,0,Dec,0,Senin,1,Cerah/Sebagian Berawan,260,3143,3403
2011-12-20,Winter,0,Dec,0,Selasa,1,Berkabut/Berawan,216,3534,3750
2011-12-21,Spring,0,Dec,0,Rabu,1,Berkabut/Berawan,107,2553,2660
2011-12-22,Spring,0,Dec,0,Kamis,1,Berkabut/Berawan,227,2841,3068
2011-12-23,Spring,0,Dec,0,Jumat,1,Cerah/Sebagian Berawan,163,2046,2209
2011-12-24,Spring,0,Dec,0,Sabtu,0,Cerah/Sebagian Berawan,155,856,1011
2011-12-25,Spring,0,Dec,0,Minggu,0,Cerah/Sebagian Berawan,303,451,754
2011-12-26,Spring,0,Dec,1,Senin,0,Cerah/Sebagian Berawan,430,887,1317
2011-12-27,Spring,0,Dec,0,Selasa,1,Berkabut/Berawan,103,1059,1162
2011-12-28,Spring,0,Dec,0,Rabu,1,Cerah/Sebagian Berawan,255,2047,2302
2011-12-29,Spring,0,Dec,0,Kamis,1,Cerah/Sebagian Berawan,254,2169,2423
2011-12-30,Spring,0,Dec,0,Jumat,1,Cerah/Sebagian Berawan,491,2508,2999
2011-12-31,Spring,0,Dec,0,Sabtu,0,Cerah/Sebagian Berawan,665,1820,2485
2012-01-01,Spring,1,Jan,0,Minggu,0,Cerah/Sebagian Berawan,686,1608,2294
2012-01-02,Spring,1,Jan,1,Senin,0,Cerah/Sebagian Berawan,244,1707,1951
2012-01-03,Spring,1,Jan,0,Selasa,1,Cerah/Sebagian Berawan,89,2147,2236
2012-01-04,Spring,1,Jan,0,Rabu,1,Berkabut/Berawan,95,2273,2368
2012-01-05,Spring,1,Jan,0,Kamis,1,Cerah/Sebagian Berawan,140,3132,3272
2012-01-06,Spring,1,Jan,0,Jumat,1,Cerah/Sebagian Berawan,307,3791,4098
2012-01-07,Spring,1,Jan,0,Sabtu,0,Cerah/Sebagian Berawan,1070,3451,4521
2012-01-08,Spring,1,Jan,0,Minggu,0,Cerah/Sebagian Berawan,599,2826,3425
2012-01-09,Spring,1,Jan,0,Senin,1,Berkabut/Berawan,106,2270,2376
2012-01-10,Spring,1,Jan,0,Selasa,1,Cerah/Sebagian Berawan,173,3425,3598
2012-01-11,Spring,1,Jan,0,Rabu,1,Berkabut/Berawan,92,2085,2177
2012-01-12,Spring,1,Jan,0,Kamis,1,Berkabut/Berawan,269,3828,4097
2012-01-13,Spring,1,Jan,0,Jumat,1,Cerah/Sebagian Berawan,174,3040,3214
2012-01-14,Spring,1,Jan,0,Sabtu,0,Cerah/Sebagian Berawan,333,2160,2493
2012-01-15,Spring,1,Jan,0,Minggu,0,Cerah/Sebagian Berawan,284,2027,2311
2012-01-16,Spring,1,Jan,1,Senin,0,Cerah/Sebagian Berawan,217,2081,2298
2012-01-17,Spring,1,Jan,0,Selasa,1,Berkabut/Berawan,127,2808,2935
2012-01-18,Spring,1,Jan,0,Rabu,1,Cerah/Sebagian Berawan,109,3267,3376
2012-01-19,Spring,1,Jan,0,Kamis,1,Cerah/Sebagian Berawan,130,3162,3292
2012-01-20,Spring,1,Jan,0,Jumat,1,Berkabut/Berawan,115,3048,3163
2012-01-21,Spring,1,Jan,0,Sabtu,0,Berkabut/Berawan,67,1234,1301
2012-01-22,Spring,1,Jan,0,Minggu,0,Berkabut/Berawan,196,1781,1977
2012-01-23,Spring,1,Jan,0,Senin,1,Berkabut/Berawan,145,2287,2432
2012-01-24,Spring,1,Jan,0,Selasa,1,Cerah/Sebagian Berawan,439,3900,4339
2012-01-25,Spring,1,Jan,0,Rabu,1,Cerah/Sebagian Berawan,467,3803,4270
2012-01-26,Spring,1,Jan,0,Kamis,1,Berkabut/Berawan,244,3831,4075
2012-01-27,Spring,1,Jan,0,Jumat,1,Berkabut/Berawan,269,3187,3456
2012-01-28,Spring,1,Jan,0,Sabtu,0,Cerah/Sebagian Berawan,775,3248,4023
2012-01-29,Spring,1,Jan,0,Minggu,0,Cerah/Sebagian Berawan,558,2685,3243
2012-01-30,Spring,1,Jan,0,Senin,1,Cerah/Sebagian Berawan,126,3498,3624
2012-01-31,Spring,1,Jan,0,Selasa,1,Cerah/Sebagian Berawan,324,4185,4509
2012-02-01,Spring,1,Feb,0,Rabu,1,Cerah/Sebagian Berawan,304,4275,4579
2012-02-02,Spring,1,Feb,0,Kamis,1,Berkabut/Berawan,190,3571,3761
2012-02-03,Spring,1,Feb,0,Jumat,1,Cerah/Sebagian Berawan,310,3841,4151
2012-02-04,Spring,1,Feb,0,Sabtu,0,Berkabut/Berawan,384,2448,2832
2012-02-05,Spring,1,Feb,0,Minggu,0,Berkabut/Berawan,318,2629,2947
2012-02-06,Spring,1,Feb,0,Senin,1,Cerah/Sebagian Berawan,206,3578,3784
2012-02-07,Spring,1,Feb,0,Selasa,1,Cerah/Sebagian Berawan,199,4176,4375
2012-02-08,Spring,1,Feb,0,Rabu,1,Berkabut/Berawan,109,2693,2802
2012-02-09,Spring,1,Feb,0,Kamis,1,Cerah/Sebagian Berawan,163,3667,3830
2012-02-10,Spring,1,Feb,0,Jumat,1,Berkabut/Berawan,227,3604,3831
2012-02-11,Spring,1,Feb,0,Sabtu,0,Salju Ringan/Hujan,192,1977,2169
2012-02-12,Spring,1,Feb,0,Minggu,0,Cerah/Sebagian Berawan,73,1456,1529
2012-02-13,Spring,1,Feb,0,Senin,1,Cerah/Sebagian Berawan,94,3328,3422
2012-02-14,Spring,1,Feb,0,Selasa,1,Berkabut/Berawan,135,3787,3922
2012-02-15,Spring,1,Feb,0,Rabu,1,Cerah/Sebagian Berawan,141,4028,4169
2012-02-16,Spring,1,Feb,0,Kamis,1,Berkabut/Berawan,74,2931,3005
2012-02-17,Spring,1,Feb,0,Jumat,1,Cerah/Sebagian Berawan,349,3805,4154
2012-02-18,Spring,1,Feb,0,Sabtu,0,Cerah/Sebagian Berawan,1435,2883,4318
2012-02-19,Spring,1,Feb,0,Minggu,0,Berkabut/Berawan,618,2071,2689
2012-02-20,Spring,1,Feb,1,Senin,0,Cerah/Sebagian Berawan,502,2627,3129
2012-02-21,Spring,1,Feb,0,Selasa,1,Cerah/Sebagian Berawan,163,3614,3777
2012-02-22,Spring,1,Feb,0,Rabu,1,Cerah/Sebagian Berawan,394,4379,4773
2012-02-23,Spring,1,Feb,0,Kamis,1,Cerah/Sebagian Berawan,516,4546,5062
2012-02-24,Spring,1,Feb,0,Jumat,1,Berkabut/Berawan,246,3241,3487
2012-02-25,Spring,1,Feb,0,Sabtu,0,Cerah/Sebagian Berawan,317,2415,2732
2012-02-26,Spring,1,Feb,0,Minggu,0,Cerah/Sebagian Berawan,515,2874,3389
2012-02-27,Spring,1,Feb,0,Senin,1,Cerah/Sebagian Berawan,253,4069,4322
2012-02-28,Spring,1,Feb,0,Selasa,1,Cerah/Sebagian Berawan,229,4134,4363
2012-02-29,Spring,1,Feb,0,Rabu,1,Berkabut/Berawan,65,1769,1834
2012-03-01,Spring,1,Mar,0,Kamis,1,Cerah/Sebagian Berawan,325,4665,4990
2012-03-02,Spring,1,Mar,0,Jumat,1,Berkabut/Berawan,246,2948,3194
2012-03-03,Spring,1,Mar,0,Sabtu,0,Berkabut/Berawan,956,3110,4066
2012-03-04,Spring,1,Mar,0,Minggu,0,Cerah/Sebagian Berawan,710,2713,3423
2012-03-05,Spring,1,Mar,0,Senin,1,Cerah/Sebagian Berawan,203,3130,3333
2012-03-06,Spring,1,Mar,0,Selasa,1,Cerah/Sebagian Berawan,221,3735,3956
2012-03-07,Spring,1,Mar,0,Rabu,1,Cerah/Sebagian Berawan,432,4484,4916
2012-03-08,Spring,1,Mar,0,Kamis,1,Cerah/Sebagian Berawan,486,4896,5382
2012-03-09,Spring,1,Mar,0,Jumat,1,Berkabut/Berawan,447,4122,4569
2012-03-10,Spring,1,Mar,0,Sabtu,0,Cerah/Sebagian Berawan,968,3150,4118
2012-03-11,Spring,1,Mar,0,Minggu,0,Cerah/Sebagian Berawan,1658,3253,4911
2012-03-12,Spring,1,Mar,0,Senin,1,Cerah/Sebagian Berawan,838,4460,5298
2012-03-13,Spring,1,Mar,0,Selasa,1,Cerah/Sebagian Berawan,762,5085,5847
2012-03-14,Spring,1,Mar,0,Rabu,1,Cerah/Sebagian Berawan,997,5315,6312
2012-03-15,Spring,1,Mar,0,Kamis,1,Cerah/Sebagian Berawan,1005,5187,6192
2012-03-16,Spring,1,Mar,0,Jumat,1,Berkabut/Berawan,548,3830,4378
2012-03-17,Spring,1,Mar,0,Sabtu,0,Berkabut/Berawan,3155,4681,7836
2012-03-18,Spring,1,Mar,0,Minggu,0,Berkabut/Berawan,2207,3685,5892
2012-03-19,Spring,1,Mar,0,Senin,1,Cerah/Sebagian Berawan,982,5171,6153
2012-03-20,Spring,1,Mar,0,Selasa,1,Cerah/Sebagian Berawan,1051,5042,6093
2012-03-21,Summer,1,Mar,0,Rabu,1,Berkabut/Berawan,1122,5108,6230
2012-03-22,Summer,1,Mar,0,Kamis,1,Cerah/Sebagian Berawan,1334,5537,6871
2012-03-23,Summer,1,Mar,0,Jumat,1,Berkabut/Berawan,2469,5893,8362
2012-03-24,Summer,1,Mar,0,Sabtu,0,Berkabut/Berawan,1033,2339,3372
2012-03-25,Summer,1,Mar,0,Minggu,0,Berkabut/Berawan,1532,3464,4996
2012-03-26,Summer,1,Mar,0,Senin,1,Cerah/Sebagian Berawan,795,4763,5558
2012-03-27,Summer,1,Mar,0,Selasa,1,Cerah/Sebagian Berawan,531,4571,5102
2012-03-28,Summer,1,Mar,0,Rabu,1,Cerah/Sebagian Berawan,674,5024,5698
2012-03-29,Summer,1,Mar,0,Kamis,1,Cerah/Sebagian Berawan,834,5299,6133
2012-03-30,Summer,1,Mar,0,Jumat,1,Berkabut/Berawan,796,4663,5459
2012-03-31,Summer,1,Mar,0,Sabtu,0,Berkabut/Berawan,2301,3934,6235
2012-04-01,Summer,1,Apr,0,Minggu,0,Berkabut/Berawan,2347,3694,6041
2012-04-02,Summer,1,Apr,0,Senin,1,Cerah/Sebagian Berawan,1208,4728,5936
2012-04-03,Summer,1,Apr,0,Selasa,1,Cerah/Sebagian Berawan,1348,5424,6772
2012-04-04,Summer,1,Apr,0,Rabu,1,Cerah/Sebagian Berawan,1058,5378,6436
2012-04-05,Summer,1,Apr,0,Kamis,1,Cerah/Sebagian Berawan,1192,5265,6457
2012-04-06,Summer,1,Apr,0,Jumat,1,Cerah/Sebagian Berawan,1807,4653,6460
2012-04-07,Summer,1,Apr,0,Sabtu,0,Cerah/Sebagian Berawan,3252,3605,6857
2012-04-08,Summer,1,Apr,0,Minggu,0,Cerah/Sebagian Berawan,2230,2939,5169
2012-04-09,Summer,1,Apr,0,Senin,1,Cerah/Sebagian Berawan,905,4680,5585
2012-04-10,Summer,1,Apr,0,Selasa,1,Cerah/Sebagian Berawan,819,5099,5918
2012-04-11,Summer,1,Apr,0,Rabu,1,Cerah/Sebagian Berawan,482,4380,4862
2012-04-12,Summer,1,Apr,0,Kamis,1,Cerah/Sebagian Berawan,663,4746,5409
2012-04-13,Summer,1,Apr,0,Jumat,1,Cerah/Sebagian Berawan,1252,5146,6398
2012-04-14,Summer,1,Apr,0,Sabtu,0,Cerah/Sebagian Berawan,2795,4665,7460
2012-04-15,Summer,1,Apr,0,Minggu,0,Cerah/Sebagian Berawan,2846,4286,7132
2012-04-16,Summer,1,Apr,1,Senin,0,Cerah/Sebagian Berawan,1198,5172,6370
2012-04-17,Summer,1,Apr,0,Selasa,1,Cerah/Sebagian Berawan,989,5702,6691
2012-04-18,Summer,1,Apr,0,Rabu,1,Berkabut/Berawan,347,4020,4367
2012-04-19,Summer,1,Apr,0,Kamis,1,Cerah/Sebagian Berawan,846,5719,6565
2012-04-20,Summer,1,Apr,0,Jumat,1,Cerah/Sebagian Berawan,1340,5950,7290
2012-04-21,Summer,1,Apr,0,Sabtu,0,Cerah/Sebagian Berawan,2541,4083,6624
2012-04-22,Summer,1,Apr,0,Minggu,0,Salju Ringan/Hujan,120,907,1027
2012-04-23,Summer,1,Apr,0,Senin,1,Berkabut/Berawan,195,3019,3214
2012-04-24,Summer,1,Apr,0,Selasa,1,Cerah/Sebagian Berawan,518,5115,5633
2012-04-25,Summer,1,Apr,0,Rabu,1,Cerah/Sebagian Berawan,655,5541,6196
2012-04-26,Summer,1,Apr,0,Kamis,1,Berkabut/Berawan,475,4551,5026
2012-04-27,Summer,1,Apr,0,Jumat,1,Cerah/Sebagian Berawan,1014,5219,6233
2012-04-28,Summer,1,Apr,0,Sabtu,0,Berkabut/Berawan,1120,3100,4220
2012-04-29,Summer,1,Apr,0,Minggu,0,Cerah/Sebagian Berawan,2229,4075,6304
2012-04-30,Summer,1,Apr,0,Senin,1,Berkabut/Berawan,665,4907,5572
2012-05-01,Summer,1,May,0,Selasa,1,Berkabut/Berawan,653,5087,5740
2012-05-02,Summer,1,May,0,Rabu,1,Cerah/Sebagian Berawan,667,5502,6169
2012-05-03,Summer,1,May,0,Kamis,1,Berkabut/Berawan,764,5657,6421
2012-05-04,Summer,1,May,0,Jumat,1,Cerah/Sebagian Berawan,1069,5227,6296
2012-05-05,Summer,1,May,0,Sabtu,0,Berkabut/Berawan,2496,4387,6883
2012-05-06,Summer,1,May,0,Minggu,0,Berkabut/Berawan,2135,4224,6359
2012-05-07,Summer,1,May,0,Senin,1,Berkabut/Berawan,1008,5265,6273
2012-05-08,Summer,1,May,0,Selasa,1,Berkabut/Berawan,738,4990,5728
2012-05-09,Summer,1,May,0,Rabu,1,Berkabut/Berawan,620,4097,4717
2012-05-10,Summer,1,May,0,Kamis,1,Cerah/Sebagian Berawan,1026,5546,6572
2012-05-11,Summer,1,May,0,Jumat,1,Cerah/Sebagian Berawan,1319,5711,7030
2012-05-12,Summer,1,May,0,Sabtu,0,Cerah/Sebagian Berawan,2622,4807,7429
2012-05-13,Summer,1,May,0,Minggu,0,Cerah/Sebagian Berawan,2172,3946,6118
2012-05-14,Summer,1,May,0,Senin,1,Berkabut/Berawan,342,2501,2843
2012-05-15,Summer,1,May,0,Selasa,1,Berkabut/Berawan,625,4490,5115
2012-05-16,Summer,1,May,0,Rabu,1,Cerah/Sebagian Berawan,991,6433,7424
2012-05-17,Summer,1,May,0,Kamis,1,Cerah/Sebagian Berawan,1242,6142,7384
2012-05-18,Summer,1,May,0,Jumat,1,Cerah/Sebagian Berawan,1521,6118,7639
2012-05-19,Summer,1,May,0,Sabtu,0,Cerah/Sebagian Berawan,3410,4884,8294
2012-05-20,Summer,1,May,0,Minggu,0,Cerah/Sebagian Berawan,2704,4425,7129
2012-05-21,Summer,1,May,0,Senin,1,Berkabut/Berawan,630,3729,4359
2012-05-22,Summer,1,May,0,Selasa,1,Berkabut/Berawan,819,5254,6073
2012-05-23,Summer,1,May,0,Rabu,1,Berkabut/Berawan,766,4494,5260
2012-05-24,Summer,1,May,0,Kamis,1,Cerah/Sebagian Berawan,1059,5711,6770
2012-05-25,Summer,1,May,0,Jumat,1,Cerah/Sebagian Berawan,1417,5317,6734
2012-05-26,Summer,1,May,0,Sabtu,0,Cerah/Sebagian Berawan,2855,3681,6536
2012-05-27,Summer,1,May,0,Minggu,0,Cerah/Sebagian Berawan,3283,3308,6591
2012-05-28,Summer,1,May,1,Senin,0,Cerah/Sebagian Berawan,2557,3486,6043
2012-05-29,Summer,1,May,0,Selasa,1,Cerah/Sebagian Berawan,880,4863,5743
2012-05-30,Summer,1,May,0,Rabu,1,Berkabut/Berawan,745,6110,6855
2012-05-31,Summer,1,May,0,Kamis,1,Cerah/Sebagian Berawan,1100,6238,7338
2012-06-01,Summer,1,Jun,0,Jumat,1,Berkabut/Berawan,533,3594,4127
2012-06-02,Summer,1,Jun,0,Sabtu,0,Cerah/Sebagian Berawan,2795,5325,8120
2012-06-03,Summer,1,Jun,0,Minggu,0,Cerah/Sebagian Berawan,2494,5147,7641
2012-06-04,Summer,1,Jun,0,Senin,1,Cerah/Sebagian Berawan,1071,5927,6998
2012-06-05,Summer,1,Jun,0,Selasa,1,Berkabut/Berawan,968,6033,7001
2012-06-06,Summer,1,Jun,0,Rabu,1,Cerah/Sebagian Berawan,1027,6028,7055
2012-06-07,Summer,1,Jun,0,Kamis,1,Cerah/Sebagian Berawan,1038,6456,7494
2012-06-08,Summer,1,Jun,0,Jumat,1,Cerah/Sebagian Berawan,1488,6248,7736
2012-06-09,Summer,1,Jun,0,Sabtu,0,Cerah/Sebagian Berawan,2708,4790,7498
2012-06-10,Summer,1,Jun,0,Minggu,0,Cerah/Sebagian Berawan,2224,4374,6598
2012-06-11,Summer,1,Jun,0,Senin,1,Berkabut/Berawan,1017,5647,6664
2012-06-12,Summer,1,Jun,0,Selasa,1,Berkabut/Berawan,477,4495,4972
2012-06-13,Summer,1,Jun,0,Rabu,1,Cerah/Sebagian Berawan,1173,6248,7421
2012-06-14,Summer,1,Jun,0,Kamis,1,Cerah/Sebagian Berawan,1180,6183,7363
2012-06-15,Summer,1,Jun,0,Jumat,1,Cerah/Sebagian Berawan,1563,6102,7665
2012-06-16,Summer,1,Jun,0,Sabtu,0,Cerah/Sebagian Berawan,2963,4739,7702
2012-06-17,Summer,1,Jun,0,Minggu,0,Cerah/Sebagian Berawan,2634,4344,6978
2012-06-18,Summer,1,Jun,0,Senin,1,Berkabut/Berawan,653,4446,5099
2012-06-19,Summer,1,Jun,0,Selasa,1,Cerah/Sebagian Berawan,968,5857,6825
2012-06-20,Summer,1,Jun,0,Rabu,1,Cerah/Sebagian Berawan,872,5339,6211
2012-06-21,Fall,1,Jun,0,Kamis,1,Cerah/Sebagian Berawan,778,5127,5905
2012-06-22,Fall,1,Jun,0,Jumat,1,Cerah/Sebagian Berawan,964,4859,5823
2012-06-23,Fall,1,Jun,0,Sabtu,0,Cerah/Sebagian Berawan,2657,4801,7458
2012-06-24,Fall,1,Jun,0,Minggu,0,Cerah/Sebagian Berawan,2551,4340,6891
2012-06-25,Fall,1,Jun,0,Senin,1,Cerah/Sebagian Berawan,1139,5640,6779
2012-06-26,Fall,1,Jun,0,Selasa,1,Cerah/Sebagian Berawan,1077,6365,7442
2012-06-27,Fall,1,Jun,0,Rabu,1,Cerah/Sebagian Berawan,1077,6258,7335
2012-06-28,Fall,1,Jun,0,Kamis,1,Cerah/Sebagian Berawan,921,5958,6879
2012-06-29,Fall,1,Jun,0,Jumat,1,Cerah/Sebagian Berawan,829,4634,5463
2012-06-30,Fall,1,Jun,0,Sabtu,0,Cerah/Sebagian Berawan,1455,4232,5687
2012-07-01,Fall,1,Jul,0,Minggu,0,Cerah/Sebagian Berawan,1421,4110,5531
2012-07-02,Fall,1,Jul,0,Senin,1,Cerah/Sebagian Berawan,904,5323,6227
2012-07-03,Fall,1,Jul,0,Selasa,1,Cerah/Sebagian Berawan,1052,5608,6660
2012-07-04,Fall,1,Jul,1,Rabu,0,Cerah/Sebagian Berawan,2562,4841,7403
2012-07-05,Fall,1,Jul,0,Kamis,1,Cerah/Sebagian Berawan,1405,4836,6241
2012-07-06,Fall,1,Jul,0,Jumat,1,Cerah/Sebagian Berawan,1366,4841,6207
2012-07-07,Fall,1,Jul,0,Sabtu,0,Cerah/Sebagian Berawan,1448,3392,4840
2012-07-08,Fall,1,Jul,0,Minggu,0,Cerah/Sebagian Berawan,1203,3469,4672
2012-07-09,Fall,1,Jul,0,Senin,1,Berkabut/Berawan,998,5571,6569
2012-07-10,Fall,1,Jul,0,Selasa,1,Berkabut/Berawan,954,5336,6290
2012-07-11,Fall,1,Jul,0,Rabu,1,Cerah/Sebagian Berawan,975,6289,7264
2012-07-12,Fall,1,Jul,0,Kamis,1,Cerah/Sebagian Berawan,1032,6414,7446
2012-07-13,Fall,1,Jul,0,Jumat,1,Berkabut/Berawan,1511,5988,7499
2012-07-14,Fall,1,Jul,0,Sabtu,0,Berkabut/Berawan,2355,4614,6969
2012-07-15,Fall,1,Jul,0,Minggu,0,Cerah/Sebagian Berawan,1920,4111,6031
2012-07-16,Fall,1,Jul,0,Senin,1,Cerah/Sebagian Berawan,1088,5742,6830
2012-07-17,Fall,1,Jul,0,Selasa,1,Cerah/Sebagian Berawan,921,5865,6786
2012-07-18,Fall,1,Jul,0,Rabu,1,Cerah/Sebagian Berawan,799,4914,5713
2012-07-19,Fall,1,Jul,0,Kamis,1,Cerah/Sebagian Berawan,888,5703,6591
2012-07-20,Fall,1,Jul,0,Jumat,1,Berkabut/Berawan,747,5123,5870
2012-07-21,Fall,1,Jul,0,Sabtu,0,Salju Ringan/Hujan,1264,3195,4459
2012-07-22,Fall,1,Jul,0,Minggu,0,Berkabut/Berawan,2544,4866,7410
2012-07-23,Fall,1,Jul,0,Senin,1,Cerah/Sebagian Berawan,1135,5831,6966
2012-07-24,Fall,1,Jul,0,Selasa,1,Cerah/Sebagian Berawan,1140,6452,7592
2012-07-25,Fall,1,Jul,0,Rabu,1,Cerah/Sebagian Berawan,1383,6790,8173
2012-07-26,Fall,1,Jul,0,Kamis,1,Cerah/Sebagian Berawan,1036,5825,6861
2012-07-27,Fall,1,Jul,0,Jumat,1,Cerah/Sebagian Berawan,1259,5645,6904
2012-07-28,Fall,1,Jul,0,Sabtu,0,Cerah/Sebagian Berawan,2234,4451,6685
2012-07-29,Fall,1,Jul,0,Minggu,0,Cerah/Sebagian Berawan,2153,4444,6597
2012-07-30,Fall,1,Jul,0,Senin,1,Cerah/Sebagian Berawan,1040,6065,7105
2012-07-31,Fall,1,Jul,0,Selasa,1,Cerah/Sebagian Berawan,968,6248,7216
2012-08-01,Fall,1,Aug,0,Rabu,1,Cerah/Sebagian Berawan,1074,6506,7580
2012-08-02,Fall,1,Aug,0,Kamis,1,Cerah/Sebagian Berawan,983,6278,7261
2012-08-03,Fall,1,Aug,0,Jumat,1,Berkabut/Berawan,1328,5847,7175
2012-08-04,Fall,1,Aug,0,Sabtu,0,Cerah/Sebagian Berawan,2345,4479,6824
2012-08-05,Fall,1,Aug,0,Minggu,0,Cerah/Sebagian Berawan,1707,3757,5464
